Topic,Label,Word,Weight
0,0_قصف_طيران_غز_حربي,قصف,0.03706548342108481
0,0_قصف_طيران_غز_حربي,طيران,0.03218926983890867
0,0_قصف_طيران_غز_حربي,غز,0.0308606140361717
0,0_قصف_طيران_غز_حربي,حربي,0.030248436292065892
0,0_قصف_طيران_غز_حربي,منزل,0.02917862227928567
0,0_قصف_طيران_غز_حربي,قطاع,0.02531349293114367
0,0_قصف_طيران_غز_حربي,عائل,0.024738762472297317
0,0_قصف_طيران_غز_حربي,إسرائيلي,0.02388854407087868
0,0_قصف_طيران_غز_حربي,قتل,0.023252619130952824
0,0_قصف_طيران_غز_حربي,مدين,0.016990058145945782
1,1_قاضي_ال_لبناني_عام,قاضي,0.01718896538573779
1,1_قاضي_ال_لبناني_عام,ال,0.016018985912228115
1,1_قاضي_ال_لبناني_عام,لبناني,0.015477741581347548
1,1_قاضي_ال_لبناني_عام,عام,0.01464515434023232
1,1_قاضي_ال_لبناني_عام,شكوى,0.014640528592488097
1,1_قاضي_ال_لبناني_عام,خلف,0.01375619521002217
1,1_قاضي_ال_لبناني_عام,مقدم,0.013495378317142221
1,1_قاضي_ال_لبناني_عام,رئيس,0.012721464799052984
1,1_قاضي_ال_لبناني_عام,محامي,0.01269816442132608
1,1_قاضي_ال_لبناني_عام,قدح,0.011876280545273652
2,2_تحقيق_جهاز_ساعي_مع,تحقيق,0.019792030790092268
2,2_تحقيق_جهاز_ساعي_مع,جهاز,0.018537957036218616
2,2_تحقيق_جهاز_ساعي_مع,ساعي,0.018157243911853183
2,2_تحقيق_جهاز_ساعي_مع,مع,0.015832670727665976
2,2_تحقيق_جهاز_ساعي_مع,أمن,0.015538096687323144
2,2_تحقيق_جهاز_ساعي_مع,ال,0.01530396828307892
2,2_تحقيق_جهاز_ساعي_مع,يوم,0.015032070506741631
2,2_تحقيق_جهاز_ساعي_مع,مخابر,0.014244884359745191
2,2_تحقيق_جهاز_ساعي_مع,مقر,0.013070084024414765
2,2_تحقيق_جهاز_ساعي_مع,شرط,0.012806025942762839
3,3_محكم_قرر_تهمة_جلس,محكم,0.04912778972038063
3,3_محكم_قرر_تهمة_جلس,قرر,0.029614828770036197
3,3_محكم_قرر_تهمة_جلس,تهمة,0.02866834216793905
3,3_محكم_قرر_تهمة_جلس,جلس,0.028336826932600694
3,3_محكم_قرر_تهمة_جلس,تأجيل,0.028097045980737624
3,3_محكم_قرر_تهمة_جلس,مقبل,0.025268916496780126
3,3_محكم_قرر_تهمة_جلس,صلح,0.025165869748290912
3,3_محكم_قرر_تهمة_جلس,اعتقال,0.0215158840756242
3,3_محكم_قرر_تهمة_جلس,محامي,0.019576689084612048
3,3_محكم_قرر_تهمة_جلس,قضي,0.018560979702798668
4,4_منزل_اعتقل_اقتحم_وا,منزل,0.03966795316652167
4,4_منزل_اعتقل_اقتحم_وا,اعتقل,0.038368717497729715
4,4_منزل_اعتقل_اقتحم_وا,اقتحم,0.02673383631793727
4,4_منزل_اعتقل_اقتحم_وا,وا,0.02564624753935303
4,4_منزل_اعتقل_اقتحم_وا,شقيق,0.023522607146287476
4,4_منزل_اعتقل_اقتحم_وا,قو,0.023452029887131222
4,4_منزل_اعتقل_اقتحم_وا,اعتقال,0.021965876156181677
4,4_منزل_اعتقل_اقتحم_وا,مجهول,0.018645840412909252
4,4_منزل_اعتقل_اقتحم_وا,تفتيش,0.018140341967391782
4,4_منزل_اعتقل_اقتحم_وا,احتلال,0.01807470993278225
5,5_معدني_مواجه_رصاص_أصاب,معدني,0.03509207826338959
5,5_معدني_مواجه_رصاص_أصاب,مواجه,0.03496975925510623
5,5_معدني_مواجه_رصاص_أصاب,رصاص,0.03429992074296076
5,5_معدني_مواجه_رصاص_أصاب,أصاب,0.02914675697334809
5,5_معدني_مواجه_رصاص_أصاب,جندي,0.027688667535975233
5,5_معدني_مواجه_رصاص_أصاب,غطى,0.025948950533250574
5,5_معدني_مواجه_رصاص_أصاب,بين,0.024880345416734742
5,5_معدني_مواجه_رصاص_أصاب,اندلع,0.024421114442379863
5,5_معدني_مواجه_رصاص_أصاب,قو,0.02366011238696211
5,5_معدني_مواجه_رصاص_أصاب,استهدف,0.022156410001576428
6,6_ضرب_شاب_نا_وا,ضرب,0.022926009940265897
6,6_ضرب_شاب_نا_وا,شاب,0.02165428588842448
6,6_ضرب_شاب_نا_وا,نا,0.019221305690615895
6,6_ضرب_شاب_نا_وا,وا,0.018892575924182385
6,6_ضرب_شاب_نا_وا,عنصر,0.01825651764756081
6,6_ضرب_شاب_نا_وا,سيار,0.015406271033491403
6,6_ضرب_شاب_نا_وا,منع,0.014406638574928837
6,6_ضرب_شاب_نا_وا,مركز,0.014402468991555461
6,6_ضرب_شاب_نا_وا,اعتدى,0.01434605514764253
6,6_ضرب_شاب_نا_وا,ال,0.014256074109603625
7,7_نقاب_أردني_مجلس_ين,نقاب,0.02715380507484458
7,7_نقاب_أردني_مجلس_ين,أردني,0.024742386860440103
7,7_نقاب_أردني_مجلس_ين,مجلس,0.018802004939962848
7,7_نقاب_أردني_مجلس_ين,ين,0.0184078506822909
7,7_نقاب_أردني_مجلس_ين,صحيفة,0.01652652382853075
7,7_نقاب_أردني_مجلس_ين,ال,0.016416109739979978
7,7_نقاب_أردني_مجلس_ين,ها,0.015942225638214756
7,7_نقاب_أردني_مجلس_ين,ات,0.015920429936976944
7,7_نقاب_أردني_مجلس_ين,قانون,0.015194596075217835
7,7_نقاب_أردني_مجلس_ين,أن,0.01271609766485215
8,8_حمل_تحريض_لي_تهديد,حمل,0.023287662307856248
8,8_حمل_تحريض_لي_تهديد,تحريض,0.022125127806598973
8,8_حمل_تحريض_لي_تهديد,لي,0.021791439548646537
8,8_حمل_تحريض_لي_تهديد,تهديد,0.019185635135572556
8,8_حمل_تحريض_لي_تهديد,ها,0.018887848978053023
8,8_حمل_تحريض_لي_تهديد,تخوين,0.018377621123575875
8,8_حمل_تحريض_لي_تهديد,تعرض,0.015809190539931694
8,8_حمل_تحريض_لي_تهديد,صادق,0.014424534608259014
8,8_حمل_تحريض_لي_تهديد,قنا,0.01384300187780624
8,8_حمل_تحريض_لي_تهديد,صورة,0.013648762129042607
9,9_نا_جندي_مكان_غطى,نا,0.0243419139097185
9,9_نا_جندي_مكان_غطى,جندي,0.022494233963825386
9,9_نا_جندي_مكان_غطى,مكان,0.018004719095096596
9,9_نا_جندي_مكان_غطى,غطى,0.016128789854343285
9,9_نا_جندي_مكان_غطى,ال,0.015748382744649146
9,9_نا_جندي_مكان_غطى,تصوير,0.014669251846180757
9,9_نا_جندي_مكان_غطى,منطق,0.014574205569885887
9,9_نا_جندي_مكان_غطى,إسرائيلي,0.013904669283767601
9,9_نا_جندي_مكان_غطى,وا,0.013612846862790549
9,9_نا_جندي_مكان_غطى,قام,0.013221345713405892
10,10_مسير_عود_ثني_أصاب,مسير,0.04854485822732848
10,10_مسير_عود_ثني_أصاب,عود,0.04632456565775595
10,10_مسير_عود_ثني_أصاب,ثني,0.03878462614149383
10,10_مسير_عود_ثني_أصاب,أصاب,0.03414612426873296
10,10_مسير_عود_ثني_أصاب,شرق,0.0321629169005658
10,10_مسير_عود_ثني_أصاب,غاز,0.029746354704319126
10,10_مسير_عود_ثني_أصاب,رصاص,0.02656739115076273
10,10_مسير_عود_ثني_أصاب,قنبل,0.026415482047966555
10,10_مسير_عود_ثني_أصاب,غطى,0.025119097938725295
10,10_مسير_عود_ثني_أصاب,جمع,0.023979306947475656
11,11_سوري_ناشط_إعلامي_حسب,سوري,0.050036938234258324
11,11_سوري_ناشط_إعلامي_حسب,ناشط,0.027628752109494274
11,11_سوري_ناشط_إعلامي_حسب,إعلامي,0.026157244202042965
11,11_سوري_ناشط_إعلامي_حسب,حسب,0.02587116975258599
11,11_سوري_ناشط_إعلامي_حسب,هيئ,0.02533534652910622
11,11_سوري_ناشط_إعلامي_حسب,رابط,0.024621811474132272
11,11_سوري_ناشط_إعلامي_حسب,ريف,0.024120210718724142
11,11_سوري_ناشط_إعلامي_حسب,نظام,0.022143524497361722
11,11_سوري_ناشط_إعلامي_حسب,شام,0.021984326568806924
11,11_سوري_ناشط_إعلامي_حسب,اعتقل,0.02152507693709177
12,12_طاقم_مصور_حساب_دخول,طاقم,0.027015020176961908
12,12_طاقم_مصور_حساب_دخول,مصور,0.026387676028905134
12,12_طاقم_مصور_حساب_دخول,حساب,0.02542831166487507
12,12_طاقم_مصور_حساب_دخول,دخول,0.024702833047660282
12,12_طاقم_مصور_حساب_دخول,مراسل,0.02059751191190388
12,12_طاقم_مصور_حساب_دخول,ضم,0.01891481195712815
12,12_طاقم_مصور_حساب_دخول,قنا,0.01885329852620271
12,12_طاقم_مصور_حساب_دخول,تويتر,0.01796394948640224
12,12_طاقم_مصور_حساب_دخول,طولكرم,0.017646654503636085
12,12_طاقم_مصور_حساب_دخول,ين,0.016615308207087537
13,13_سوري_ريف_رابط_حسب,سوري,0.06151647771158716
13,13_سوري_ريف_رابط_حسب,ريف,0.03756828654580303
13,13_سوري_ريف_رابط_حسب,رابط,0.033468699693110074
13,13_سوري_ريف_رابط_حسب,حسب,0.029805445098312712
13,13_سوري_ريف_رابط_حسب,نظام,0.029259938653592624
13,13_سوري_ريف_رابط_حسب,إعلامي,0.02888911213672403
13,13_سوري_ريف_رابط_حسب,خبر,0.02886782024471607
13,13_سوري_ريف_رابط_حسب,إدلب,0.027483758408951557
13,13_سوري_ريف_رابط_حسب,صحفي,0.023707014838847375
13,13_سوري_ريف_رابط_حسب,إصاب,0.02268537384307714
14,14_فيلم_عرض_حفل_لجن,فيلم,0.05148405050473113
14,14_فيلم_عرض_حفل_لجن,عرض,0.02830502431010396
14,14_فيلم_عرض_حفل_لجن,حفل,0.02370420129496796
14,14_فيلم_عرض_حفل_لجن,لجن,0.017930427172863785
14,14_فيلم_عرض_حفل_لجن,ال,0.016739408102815947
14,14_فيلم_عرض_حفل_لجن,فنان,0.014867763137902378
14,14_فيلم_عرض_حفل_لجن,عام,0.014384151589614319
14,14_فيلم_عرض_حفل_لجن,مهرجان,0.01331362030012748
14,14_فيلم_عرض_حفل_لجن,ها,0.013282719061658033
14,14_فيلم_عرض_حفل_لجن,خلق,0.013131856153126035
15,15_نا_رصاص_جراف_زميل,نا,0.038803367351864314
15,15_نا_رصاص_جراف_زميل,رصاص,0.021987639234351604
15,15_نا_رصاص_جراف_زميل,جراف,0.01867034573681703
15,15_نا_رصاص_جراف_زميل,زميل,0.01824302845542629
15,15_نا_رصاص_جراف_زميل,طاقم,0.016160534326608897
15,15_نا_رصاص_جراف_زميل,سيار,0.01527039027745654
15,15_نا_رصاص_جراف_زميل,ضم,0.014106944435812476
15,15_نا_رصاص_جراف_زميل,ال,0.013186302952643733
15,15_نا_رصاص_جراف_زميل,مصور,0.012887432843953973
15,15_نا_رصاص_جراف_زميل,ين,0.012238034465460963
16,16_جزير_مصور_نا_جندي,جزير,0.029416367561803606
16,16_جزير_مصور_نا_جندي,مصور,0.026055266837961298
16,16_جزير_مصور_نا_جندي,نا,0.025852098749658815
16,16_جزير_مصور_نا_جندي,جندي,0.02533211341447007
16,16_جزير_مصور_نا_جندي,مراسل,0.023459836001714703
16,16_جزير_مصور_نا_جندي,سيار,0.023179410046815653
16,16_جزير_مصور_نا_جندي,رصاص,0.022267443039477947
16,16_جزير_مصور_نا_جندي,بحش,0.02148225360509913
16,16_جزير_مصور_نا_جندي,طاقم,0.0205812189149734
16,16_جزير_مصور_نا_جندي,دهس,0.01983718938831685
17,17_مكتب_غز_تدمير_برج,مكتب,0.03510304415679329
17,17_مكتب_غز_تدمير_برج,غز,0.025231612964127362
17,17_مكتب_غز_تدمير_برج,تدمير,0.024655546899322974
17,17_مكتب_غز_تدمير_برج,برج,0.024134489321421357
17,17_مكتب_غز_تدمير_برج,شرك,0.022714063141681055
17,17_مكتب_غز_تدمير_برج,دمر,0.01859993263822638
17,17_مكتب_غز_تدمير_برج,ال,0.017818224943755522
17,17_مكتب_غز_تدمير_برج,إذاع,0.017257905729866418
17,17_مكتب_غز_تدمير_برج,قصف,0.01677120831616074
17,17_مكتب_غز_تدمير_برج,ضرر,0.016460400849901472
18,18_غاز_أصاب_مسير_قنبل,غاز,0.03809955440725585
18,18_غاز_أصاب_مسير_قنبل,أصاب,0.036658301488913886
18,18_غاز_أصاب_مسير_قنبل,مسير,0.03664432270111349
18,18_غاز_أصاب_مسير_قنبل,قنبل,0.03603249145452395
18,18_غاز_أصاب_مسير_قنبل,ثني,0.03468927495342252
18,18_غاز_أصاب_مسير_قنبل,عود,0.032911363802016494
18,18_غاز_أصاب_مسير_قنبل,رصاص,0.03070308397232105
18,18_غاز_أصاب_مسير_قنبل,شرق,0.03035324698570194
18,18_غاز_أصاب_مسير_قنبل,يمنى,0.028274345358318565
18,18_غاز_أصاب_مسير_قنبل,غطى,0.0201172013367777
19,19_نا_رصاص_مدين_سيار,نا,0.029125957442016254
19,19_نا_رصاص_مدين_سيار,رصاص,0.02437026971854757
19,19_نا_رصاص_مدين_سيار,مدين,0.018271827865429874
19,19_نا_رصاص_مدين_سيار,سيار,0.017921924810633157
19,19_نا_رصاص_مدين_سيار,اقتحام,0.017864526503104394
19,19_نا_رصاص_مدين_سيار,مراسل,0.016675943333016096
19,19_نا_رصاص_مدين_سيار,إسرائيلي,0.016116334193132593
19,19_نا_رصاص_مدين_سيار,مكان,0.016008654380280266
19,19_نا_رصاص_مدين_سيار,خانيونس,0.01539750694576927
19,19_نا_رصاص_مدين_سيار,حي,0.01530149714408235
20,20_حبس_أردني_طه_محكم,حبس,0.03373000848279656
20,20_حبس_أردني_طه_محكم,أردني,0.03268273169495314
20,20_حبس_أردني_طه_محكم,طه,0.029119186907549378
20,20_حبس_أردني_طه_محكم,محكم,0.026094659728188172
20,20_حبس_أردني_طه_محكم,قرار,0.02554792471891018
20,20_حبس_أردني_طه_محكم,نشر,0.0248763567506624
20,20_حبس_أردني_طه_محكم,عمان,0.02362238173854917
20,20_حبس_أردني_طه_محكم,زعبي,0.02125752624544594
20,20_حبس_أردني_طه_محكم,حكم,0.020717102186385637
20,20_حبس_أردني_طه_محكم,عام,0.018887606029364318
21,21_كردي_ديموقراطي_ذاتي_سوريا,كردي,0.046008642946838256
21,21_كردي_ديموقراطي_ذاتي_سوريا,ديموقراطي,0.03422450024620856
21,21_كردي_ديموقراطي_ذاتي_سوريا,ذاتي,0.03277402927911091
21,21_كردي_ديموقراطي_ذاتي_سوريا,سوريا,0.03258730701719842
21,21_كردي_ديموقراطي_ذاتي_سوريا,قامشلي,0.031245158173959793
21,21_كردي_ديموقراطي_ذاتي_سوريا,حزب,0.028885959126200685
21,21_كردي_ديموقراطي_ذاتي_سوريا,اتحاد,0.026333706535586414
21,21_كردي_ديموقراطي_ذاتي_سوريا,تابع,0.021481092670422586
21,21_كردي_ديموقراطي_ذاتي_سوريا,حسب,0.02062266819256332
21,21_كردي_ديموقراطي_ذاتي_سوريا,إدار,0.02006292968954843
22,22_حساب_فايسبوك_محتوى_تقييد,حساب,0.054677532006238615
22,22_حساب_فايسبوك_محتوى_تقييد,فايسبوك,0.04603690263546205
22,22_حساب_فايسبوك_محتوى_تقييد,محتوى,0.02879058491691879
22,22_حساب_فايسبوك_محتوى_تقييد,تقييد,0.028084463444309347
22,22_حساب_فايسبوك_محتوى_تقييد,إغلاق,0.02504926652844998
22,22_حساب_فايسبوك_محتوى_تقييد,حذف,0.0238699327336827
22,22_حساب_فايسبوك_محتوى_تقييد,إدار,0.023575554880654527
22,22_حساب_فايسبوك_محتوى_تقييد,نشر,0.023107411550978316
22,22_حساب_فايسبوك_محتوى_تقييد,فيديو,0.020586059663554996
22,22_حساب_فايسبوك_محتوى_تقييد,فلسطيني,0.019964655789188216
23,23_مستوطن_وا_دفع_علي,مستوطن,0.031761691516825855
23,23_مستوطن_وا_دفع_علي,وا,0.02281226877748828
23,23_مستوطن_وا_دفع_علي,دفع,0.021936104633263044
23,23_مستوطن_وا_دفع_علي,علي,0.018882485773720863
23,23_مستوطن_وا_دفع_علي,ضرب,0.018447484296623812
23,23_مستوطن_وا_دفع_علي,عنصر,0.017709807598382324
23,23_مستوطن_وا_دفع_علي,باب,0.017176428562445115
23,23_مستوطن_وا_دفع_علي,شرط,0.017152862992716695
23,23_مستوطن_وا_دفع_علي,اعتدى,0.01656719986679051
23,23_مستوطن_وا_دفع_علي,مصور,0.015587334217362596
24,24_صحيف_فرصة_نا_خدم,صحيف,0.08053939542699386
24,24_صحيف_فرصة_نا_خدم,فرصة,0.05991749239711516
24,24_صحيف_فرصة_نا_خدم,نا,0.055675118632154685
24,24_صحيف_فرصة_نا_خدم,خدم,0.052140348037695454
24,24_صحيف_فرصة_نا_خدم,جوردان,0.04594632458018738
24,24_صحيف_فرصة_نا_خدم,عامل,0.045863034084996354
24,24_صحيف_فرصة_نا_خدم,أنقذ,0.04579862465144457
24,24_صحيف_فرصة_نا_خدم,إغلاق,0.044521069002571204
24,24_صحيف_فرصة_نا_خدم,رزق,0.043368146055260695
24,24_صحيف_فرصة_نا_خدم,مجلس,0.04231373615236367
25,25_غلاف_نا_غطى_منطق,غلاف,0.03366439671428913
25,25_غلاف_نا_غطى_منطق,نا,0.032732508963205204
25,25_غلاف_نا_غطى_منطق,غطى,0.029429249651740513
25,25_غلاف_نا_غطى_منطق,منطق,0.028347809226710555
25,25_غلاف_نا_غطى_منطق,طاقم,0.024692754383660965
25,25_غلاف_نا_غطى_منطق,دراوشة,0.023881257704849064
25,25_غلاف_نا_غطى_منطق,مستوطن,0.023399202350863055
25,25_غلاف_نا_غطى_منطق,إسرائيلي,0.023116823652488728
25,25_غلاف_نا_غطى_منطق,ضم,0.022882310009173058
25,25_غلاف_نا_غطى_منطق,خلال,0.0226561648976089
26,26_متظاهر_قوة_قنا_أمني,متظاهر,0.057458709163186975
26,26_متظاهر_قوة_قنا_أمني,قوة,0.052167082124882524
26,26_متظاهر_قوة_قنا_أمني,قنا,0.03843645113309729
26,26_متظاهر_قوة_قنا_أمني,أمني,0.03456828973863823
26,26_متظاهر_قوة_قنا_أمني,فريق,0.03366237370687356
26,26_متظاهر_قوة_قنا_أمني,ين,0.02601503677639535
26,26_متظاهر_قوة_قنا_أمني,مضايق,0.02438323724558873
26,26_متظاهر_قوة_قنا_أمني,مصور,0.02257333063177302
26,26_متظاهر_قوة_قنا_أمني,سلمي,0.021909418643054283
26,26_متظاهر_قوة_قنا_أمني,محتج,0.021470165959029834
27,27_قنبلة_غاز_اختناق_شديد,قنبلة,0.038600495049636724
27,27_قنبلة_غاز_اختناق_شديد,غاز,0.030043543688400124
27,27_قنبلة_غاز_اختناق_شديد,اختناق,0.025748321188363593
27,27_قنبلة_غاز_اختناق_شديد,شديد,0.024333021326240014
27,27_قنبلة_غاز_اختناق_شديد,إصاب,0.022663247242376186
27,27_قنبلة_غاز_اختناق_شديد,أدى,0.02250633676429183
27,27_قنبلة_غاز_اختناق_شديد,مصور,0.022249398915587214
27,27_قنبلة_غاز_اختناق_شديد,علاج,0.021225437390535
27,27_قنبلة_غاز_اختناق_شديد,صوت,0.020523364405042953
27,27_قنبلة_غاز_اختناق_شديد,مقبر,0.01957734490449698
28,28_جندي_ساعي_وا_بيت,جندي,0.026874645842889962
28,28_جندي_ساعي_وا_بيت,ساعي,0.024089765161621916
28,28_جندي_ساعي_وا_بيت,وا,0.021496014606291185
28,28_جندي_ساعي_وا_بيت,بيت,0.02013247908001541
28,28_جندي_ساعي_وا_بيت,ضرب,0.019953393571937372
28,28_جندي_ساعي_وا_بيت,حاجز,0.019214760669794887
28,28_جندي_ساعي_وا_بيت,عسكري,0.01910792849725999
28,28_جندي_ساعي_وا_بيت,قام,0.018940577481469236
28,28_جندي_ساعي_وا_بيت,مستوطن,0.017460153765276456
28,28_جندي_ساعي_وا_بيت,قو,0.01688704579259813
29,29_ضم_طاقم_عابد_قباطية,ضم,0.04799376688037626
29,29_ضم_طاقم_عابد_قباطية,طاقم,0.04569796353533252
29,29_ضم_طاقم_عابد_قباطية,عابد,0.03440053530857704
29,29_ضم_طاقم_عابد_قباطية,قباطية,0.03343789217536218
29,29_ضم_طاقم_عابد_قباطية,مراسل,0.03258089764215747
29,29_ضم_طاقم_عابد_قباطية,مخيم,0.03140107933866463
29,29_ضم_طاقم_عابد_قباطية,عتيق,0.031090772529566733
29,29_ضم_طاقم_عابد_قباطية,قو,0.030539118363828506
29,29_ضم_طاقم_عابد_قباطية,نا,0.029048104300655714
29,29_ضم_طاقم_عابد_قباطية,غطى,0.027619516836925945
30,30_مصور_ضم_طاقم_تلفزيون,مصور,0.03322085206368626
30,30_مصور_ضم_طاقم_تلفزيون,ضم,0.02805538705477343
30,30_مصور_ضم_طاقم_تلفزيون,طاقم,0.028016435045313457
30,30_مصور_ضم_طاقم_تلفزيون,تلفزيون,0.025848765698740835
30,30_مصور_ضم_طاقم_تلفزيون,مراسل,0.02424471679242402
30,30_مصور_ضم_طاقم_تلفزيون,عبد,0.02286031483167338
30,30_مصور_ضم_طاقم_تلفزيون,عابد,0.022259808832305345
30,30_مصور_ضم_طاقم_تلفزيون,غطى,0.02112141324415322
30,30_مصور_ضم_طاقم_تلفزيون,عسكري,0.020961668593698024
30,30_مصور_ضم_طاقم_تلفزيون,ات,0.020499148121380477
31,31_بحش_غاز_دفع_جندي,بحش,0.04208744392998707
31,31_بحش_غاز_دفع_جندي,غاز,0.03511996714594134
31,31_بحش_غاز_دفع_جندي,دفع,0.02950068746063146
